Date;Open;High;Low;Close;Adj Close;Volume
09/10/2006;5.143.333;5.555.000;5.128.333;5.486.667;5.032.931;93230400
10/10/2006;5.458.333;5.480.000;5.300.000;5.361.667;4.918.268;62464800
11/10/2006;5.333.333;5.486.667;5.251.667;5.391.667;4.945.787;48194400
12/10/2006;5.421.667;5.525.000;5.335.000;5.413.333;4.965.662;41472000
13/10/2006;5.395.000;5.660.000;5.306.667;5.628.333;5.162.883;58419000
16/10/2006;5.646.667;5.738.333;5.518.333;5.618.333;5.153.709;47896800
17/10/2006;5.526.667;5.565.000;5.350.000;5.403.333;4.956.489;52650600
18/10/2006;5.483.333;5.541.667;5.221.667;5.260.000;4.825.009;82275000
19/10/2006;5.240.000;5.400.000;5.198.333;5.360.000;4.916.740;47304000
20/10/2006;5.401.667;5.405.000;5.221.667;5.298.333;4.860.173;35947800
23/10/2006;5.286.667;5.415.000;5.250.000;5.263.333;4.828.067;28024800
24/10/2006;5.273.333;5.476.667;5.258.333;5.416.667;4.968.720;51928800
25/10/2006;5.468.333;5.550.000;5.376.667;5.466.667;5.014.586;38943600
26/10/2006;5.480.000;5.658.333;5.480.000;5.640.000;5.173.585;36669000
27/10/2006;5.640.000;5.765.000;5.333.333;5.396.667;4.950.376;56698800
30/10/2006;5.433.333;5.558.333;5.375.000;5.461.667;5.009.999;47959200
31/10/2006;5.581.667;5.811.667;5.553.333;5.811.667;5.331.053;99617400
01/11/2006;5.735.000;5.788.333;5.283.333;5.363.333;4.919.797;117654000
02/11/2006;5.388.333;5.505.000;5.253.333;5.326.667;4.886.164;86294400
03/11/2006;5.386.667;5.440.000;5.300.000;5.433.333;4.984.008;54807000
06/11/2006;5.448.333;5.673.333;5.380.000;5.598.333;5.135.365;73960200
07/11/2006;5.640.000;5.743.333;5.608.333;5.683.333;5.213.333;55325400
08/11/2006;5.643.333;5.836.667;5.630.000;5.766.667;5.289.776;64832400
09/11/2006;5.885.000;6.033.333;5.831.667;5.881.667;5.395.266;120775800
10/11/2006;5.831.667;5.860.000;5.595.000;5.740.000;5.265.315;131719200
13/11/2006;5.751.667;6.016.667;5.750.000;6.000.000;5.503.813;85228200
14/11/2006;5.978.333;6.071.667;5.850.000;6.060.000;5.558.851;62853000
15/11/2006;6.041.667;6.125.000;5.926.667;5.960.000;5.467.121;49189200
16/11/2006;5.985.000;6.058.333;5.933.333;6.036.667;5.537.446;45718200
17/11/2006;5.995.000;6.070.000;5.958.333;6.053.333;5.552.735;36160800
20/11/2006;5.978.333;6.143.333;5.933.333;6.110.000;5.604.716;60863400
21/11/2006;6.128.333;6.138.333;5.973.333;6.015.000;5.517.575;38738400
22/11/2006;6.036.667;6.125.000;6.005.000;6.118.333;5.612.361;24025800
24/11/2006;6.088.333;6.176.667;6.033.333;6.163.333;5.653.638;14433600
27/11/2006;6.126.667;6.208.333;5.843.333;5.885.000;5.398.323;58529400
28/11/2006;5.865.000;6.048.333;5.773.333;5.995.000;5.499.227;48096600
29/11/2006;6.050.000;6.156.667;6.026.667;6.083.333;5.580.255;57979200
30/11/2006;6.083.333;6.215.000;6.010.000;6.165.000;5.655.169;58363200
01/12/2006;6.096.667;6.105.000;5.870.000;5.923.333;5.433.486;78501000
04/12/2006;6.000.000;6.240.000;5.978.333;6.163.333;5.653.638;62157000
05/12/2006;6.098.333;6.135.000;6.031.667;6.100.000;5.595.545;66335400
06/12/2006;6.120.000;6.120.000;6.008.333;6.091.667;5.587.902;47824200
07/12/2006;6.091.667;6.125.000;5.891.667;5.945.000;5.453.360;48689400
08/12/2006;5.901.667;6.006.667;5.816.667;5.925.000;5.435.016;56485800
11/12/2006;5.926.667;6.098.333;5.913.333;6.026.667;5.528.275;51548400
12/12/2006;5.981.667;6.001.667;5.885.000;5.965.000;5.471.708;56811600
13/12/2006;6.013.333;6.083.333;6.013.333;6.035.000;5.535.919;49195200
14/12/2006;6.083.333;6.218.333;6.078.333;6.141.667;5.633.764;71538000
15/12/2006;6.181.667;6.250.000;6.143.333;6.250.000;5.733.137;74609400
18/12/2006;6.256.667;6.433.333;6.253.333;6.358.333;5.832.511;68835600
19/12/2006;6.276.667;6.483.333;6.268.333;6.450.000;5.916.598;54562200
20/12/2006;6.416.667;6.493.333;6.371.667;6.376.667;5.849.330;30659400
21/12/2006;6.411.667;6.430.000;6.250.000;6.321.667;5.798.879;36792000
22/12/2006;6.311.667;6.333.333;6.141.667;6.171.667;5.661.283;37017000
26/12/2006;6.205.000;6.260.000;6.145.000;6.170.000;5.659.754;22819200
27/12/2006;6.196.667;6.273.333;6.196.667;6.251.667;5.734.669;26495400
28/12/2006;6.258.333;6.265.000;6.178.333;6.206.667;5.693.389;21391200
29/12/2006;6.206.667;6.336.667;6.161.667;6.168.333;5.658.225;38609400
03/01/2007;6.178.333;6.253.333;5.798.333;6.013.333;5.516.043;115482000
04/01/2007;5.991.667;6.013.333;5.838.333;5.985.000;5.490.053;79729800
05/01/2007;5.843.333;5.866.667;5.570.000;5.610.000;5.146.065;124334400
08/01/2007;5.630.000;5.760.000;5.533.333;5.651.667;5.184.289;65727000
09/01/2007;5.660.000;5.698.333;5.535.000;5.541.667;5.083.383;76416600
10/01/2007;5.483.333;5.866.667;5.400.000;5.815.000;5.334.112;110874600
11/01/2007;5.815.000;5.860.000;5.698.333;5.793.333;5.314.238;92450400
12/01/2007;5.706.667;5.895.000;5.680.000;5.871.667;5.386.093;69819000
16/01/2007;5.916.667;5.920.000;5.815.000;5.881.667;5.395.266;71186400
17/01/2007;5.800.000;5.835.000;5.736.667;5.758.333;5.282.131;70793400
18/01/2007;5.708.333;5.708.333;5.210.000;5.281.667;4.844.883;150163800
19/01/2007;5.225.000;5.423.333;5.188.333;5.313.333;4.873.930;94260600
22/01/2007;5.363.333;5.450.000;5.293.333;5.313.333;4.873.930;73064400
23/01/2007;5.288.333;5.400.000;5.190.000;5.315.000;4.875.461;63035400
24/01/2007;5.383.333;5.551.667;5.358.333;5.480.000;5.026.817;68572200
25/01/2007;5.530.000;5.550.000;5.261.667;5.288.333;4.851.000;61628400
26/01/2007;5.333.333;5.385.000;5.150.000;5.245.000;4.811.249;82958400
29/01/2007;5.221.667;5.225.000;4.985.000;5.030.000;4.614.030;125828400
30/01/2007;5.063.333;5.160.000;5.018.333;5.126.667;4.702.703;63617400
31/01/2007;5.101.667;5.156.667;5.038.333;5.108.333;4.685.884;46797600
01/02/2007;5.060.000;5.200.000;5.050.000;5.173.333;4.745.511;65089800
02/02/2007;5.201.667;5.333.333;5.158.333;5.308.333;4.869.345;58659000
05/02/2007;5.333.333;5.440.000;5.325.000;5.395.000;4.948.847;57990600
06/02/2007;5.516.667;5.656.667;5.435.000;5.586.667;5.124.661;77538600
07/02/2007;5.631.667;5.818.333;5.598.333;5.805.000;5.324.939;76105800
08/02/2007;5.716.667;5.811.667;5.666.667;5.730.000;5.256.141;72627600
09/02/2007;5.758.333;5.806.667;5.420.000;5.441.667;4.991.653;93795600
12/02/2007;5.481.667;5.680.000;5.423.333;5.561.667;5.101.727;78936000
13/02/2007;5.651.667;5.711.667;5.595.000;5.666.667;5.198.048;84973200
14/02/2007;5.716.667;5.750.000;5.578.333;5.591.667;5.129.248;108184800
15/02/2007;5.588.333;5.653.333;5.535.000;5.625.000;5.159.826;48868200
16/02/2007;5.601.667;5.608.333;5.436.667;5.453.333;5.002.353;91506000
20/02/2007;5.461.667;5.531.667;5.423.333;5.501.667;5.046.692;62557800
21/02/2007;5.456.667;5.515.000;5.365.000;5.420.000;4.971.779;65533200
22/02/2007;5.505.000;5.593.333;5.441.667;5.455.000;5.003.882;65545200
23/02/2007;5.506.667;5.510.000;5.440.000;5.441.667;4.991.653;40305000
26/02/2007;5.456.667;5.498.333;5.350.000;5.358.333;4.915.211;49407000
27/02/2007;5.300.000;5.425.000;5.188.333;5.196.667;4.766.915;71463000
28/02/2007;5.181.667;5.278.333;5.118.333;5.166.667;4.739.393;78004800
01/03/2007;5.055.000;5.198.333;4.988.333;5.103.333;4.681.298;83722800
02/03/2007;5.058.333;5.120.000;4.951.667;4.961.667;4.551.346;68272800
05/03/2007;4.875.000;4.971.667;4.776.667;4.793.333;4.396.936;66355800
06/03/2007;4.898.333;5.131.667;4.878.333;5.076.667;4.656.836;80597400
07/03/2007;5.051.667;5.075.000;4.911.667;4.933.333;4.525.358;81165600
08/03/2007;5.036.667;5.193.333;5.033.333;5.136.667;4.711.876;77062200
09/03/2007;5.208.333;5.266.667;5.026.667;5.085.000;4.664.483;55530600
12/03/2007;5.026.667;5.128.333;5.020.000;5.055.000;4.636.962;42801000
13/03/2007;5.003.333;5.033.333;4.838.333;4.841.667;4.441.271;61707000
14/03/2007;4.855.000;4.883.333;4.673.333;4.818.333;4.419.868;97161000
15/03/2007;4.806.667;4.850.000;4.696.667;4.770.000;4.375.530;65575200
16/03/2007;4.773.333;4.781.667;4.691.667;4.725.000;4.334.253;52564800
19/03/2007;4.750.000;4.825.000;4.733.333;4.748.333;4.355.657;46150800
20/03/2007;4.733.333;4.841.667;4.706.667;4.725.000;4.334.253;65649000
21/03/2007;4.916.667;5.073.333;4.823.333;4.995.000;4.581.923;126837600
22/03/2007;5.000.000;5.135.000;4.976.667;5.105.000;4.682.828;81095400
23/03/2007;5.066.667;5.156.667;5.011.667;5.048.333;4.630.846;52464000
26/03/2007;5.051.667;5.100.000;4.966.667;5.058.333;4.640.021;44733600
27/03/2007;5.046.667;5.056.667;4.958.333;4.963.333;4.552.876;46902000
28/03/2007;4.921.667;4.963.333;4.860.000;4.868.333;4.465.734;45950400
29/03/2007;4.941.667;4.948.333;4.705.000;4.783.333;4.387.762;71901600
30/03/2007;4.848.333;4.883.333;4.771.667;4.796.667;4.399.993;58124400
02/04/2007;4.785.000;4.825.000;4.713.333;4.791.667;4.395.406;40083000
03/04/2007;4.791.667;4.845.000;4.728.333;4.773.333;4.378.589;47372400
04/04/2007;4.766.667;4.805.000;4.750.000;4.763.333;4.369.415;36169200
05/04/2007;4.783.333;5.155.000;4.783.333;5.150.000;4.724.106;133290000
09/04/2007;5.150.000;5.208.333;5.046.667;5.056.667;4.638.490;64095000
10/04/2007;5.050.000;5.108.333;4.995.000;5.005.000;4.591.098;79422000
11/04/2007;5.015.000;5.065.000;4.898.333;4.915.000;4.508.540;81015000
12/04/2007;4.888.333;5.070.000;4.856.667;5.055.000;4.636.962;74364000
13/04/2007;5.038.333;5.106.667;4.976.667;5.096.667;4.675.184;63869400
16/04/2007;5.083.333;5.121.667;5.005.000;5.070.000;4.650.724;67183800
17/04/2007;5.198.333;5.316.667;5.093.333;5.118.333;4.695.059;105910800
18/04/2007;5.110.000;5.226.667;5.083.333;5.181.667;4.753.153;68380200
19/04/2007;5.140.000;5.283.333;5.125.000;5.253.333;4.818.892;56805600
20/04/2007;5.330.000;5.333.333;5.245.000;5.315.000;4.875.461;59005200
23/04/2007;5.290.000;5.300.000;5.213.333;5.228.333;4.795.961;59527200
24/04/2007;5.316.667;5.473.333;5.281.667;5.425.000;4.976.364;102808800
25/04/2007;5.416.667;5.548.333;5.391.667;5.518.333;5.061.980;50964000
26/04/2007;5.518.333;5.628.333;5.468.333;5.586.667;5.124.661;50007000
27/04/2007;5.568.333;5.630.000;5.423.333;5.511.667;5.055.863;55405800
30/04/2007;5.586.667;5.656.667;5.480.000;5.481.667;5.028.343;56338800
01/05/2007;5.581.667;5.618.333;5.495.000;5.540.000;5.081.854;54455400
02/05/2007;5.568.333;5.591.667;5.446.667;5.475.000;5.022.228;65965800
03/05/2007;5.526.667;5.615.000;5.516.667;5.578.333;5.117.016;50025000
04/05/2007;5.608.333;5.646.667;5.555.000;5.618.333;5.153.709;40524600
07/05/2007;5.700.000;5.763.333;5.500.000;5.506.667;5.051.277;55710000
08/05/2007;5.473.333;5.561.667;5.366.667;5.548.333;5.089.497;73710000
09/05/2007;5.508.333;5.605.000;5.445.000;5.573.333;5.112.429;41787000
10/05/2007;5.596.667;5.670.000;5.421.667;5.470.000;5.017.641;80258400
11/05/2007;5.765.000;5.913.333;5.676.667;5.856.667;5.372.333;153063000
14/05/2007;5.833.333;5.888.333;5.743.333;5.798.333;5.318.822;73156800
15/05/2007;5.815.000;5.850.000;5.733.333;5.746.667;5.271.430;62136000
16/05/2007;5.751.667;5.820.000;5.641.667;5.820.000;5.338.699;52310400
17/05/2007;5.803.333;5.833.333;5.690.000;5.723.333;5.250.026;44366400
18/05/2007;5.766.667;5.853.333;5.718.333;5.836.667;5.353.988;60426600
21/05/2007;5.820.000;6.000.000;5.791.667;5.855.000;5.370.806;64576800
22/05/2007;5.860.000;5.940.000;5.765.000;5.886.667;5.399.852;40173600
23/05/2007;5.890.000;5.925.000;5.713.333;5.730.000;5.256.141;44824800
24/05/2007;5.756.667;5.773.333;5.500.000;5.523.333;5.066.566;60780000
25/05/2007;5.563.333;5.638.333;5.546.667;5.610.000;5.146.065;30897600
29/05/2007;5.586.667;5.688.333;5.570.000;5.670.000;5.201.104;31624200
30/05/2007;5.603.333;5.683.333;5.533.333;5.683.333;5.213.333;33165000
31/05/2007;5.725.000;5.808.333;5.698.333;5.773.333;5.295.890;48157200
01/06/2007;5.838.333;5.925.000;5.803.333;5.813.333;5.332.581;42908400
04/06/2007;5.760.000;5.878.333;5.736.667;5.845.000;5.361.631;32200200
05/06/2007;5.861.667;6.028.333;5.851.667;6.018.333;5.520.630;69858600
06/06/2007;5.976.667;6.160.000;5.951.667;6.063.333;5.561.908;95073600
07/06/2007;6.035.000;6.125.000;5.996.667;5.998.333;5.502.285;79186200
08/06/2007;5.948.333;6.100.000;5.875.000;6.091.667;5.587.902;53326800
11/06/2007;6.091.667;6.150.000;6.058.333;6.113.333;5.607.774;43463400
12/06/2007;6.081.667;6.166.667;6.046.667;6.050.000;5.549.678;52677000
13/06/2007;6.116.667;6.196.667;6.038.333;6.195.000;5.682.689;58723200
14/06/2007;6.166.667;6.328.333;6.158.333;6.305.000;5.783.591;50854800
15/06/2007;6.376.667;6.641.667;6.375.000;6.591.667;6.046.550;108199800
18/06/2007;6.658.333;6.681.667;6.541.667;6.595.000;6.049.607;68566200
19/06/2007;6.553.333;6.651.667;6.508.333;6.636.667;6.087.830;49195200
20/06/2007;6.666.667;6.700.000;6.598.333;6.643.333;6.093.944;82279200
21/06/2007;6.771.667;7.221.667;6.720.000;7.163.333;6.570.941;129732600
22/06/2007;7.166.667;7.311.667;7.058.333;7.270.000;6.668.786;88261800
25/06/2007;7.066.667;7.240.000;7.001.667;7.078.333;6.492.970;81970200
26/06/2007;7.060.000;7.080.000;6.733.333;6.750.000;6.191.789;86848200
27/06/2007;6.750.000;6.940.000;6.716.667;6.931.667;6.358.433;61314000
28/06/2007;6.951.667;7.073.333;6.883.333;6.998.333;6.419.586;59753400
29/06/2007;7.045.000;7.046.667;6.881.667;6.885.000;6.315.628;51657000
02/07/2007;6.983.333;7.175.000;6.961.667;7.171.667;6.578.586;56385000
03/07/2007;7.166.667;7.240.000;7.108.333;7.183.333;6.589.286;23877000
05/07/2007;7.185.000;7.283.333;7.150.000;7.260.000;6.659.614;37329000
06/07/2007;7.250.000;7.323.333;7.236.667;7.295.000;6.691.719;28272000
09/07/2007;7.321.667;7.541.667;7.320.000;7.506.667;6.885.881;53678400
10/07/2007;7.468.333;7.625.000;7.388.333;7.580.000;6.953.150;55265400
11/07/2007;7.578.333;7.630.000;7.441.667;7.546.667;6.922.573;58261200
12/07/2007;7.600.000;7.700.000;7.546.667;7.691.667;7.055.583;43873200
13/07/2007;7.670.000;7.761.667;7.636.667;7.645.000;7.012.774;37263000
16/07/2007;7.651.667;7.815.000;7.650.000;7.783.333;7.139.669;54171000
17/07/2007;7.815.000;7.971.667;7.743.333;7.750.000;7.109.093;64381200
18/07/2007;7.638.333;7.661.667;7.458.333;7.608.333;6.979.141;55065600
19/07/2007;7.716.667;7.755.000;7.546.667;7.600.000;6.971.497;40737600
20/07/2007;7.650.000;7.676.667;7.480.000;7.516.667;6.895.056;50565000
23/07/2007;7.490.000;7.746.667;7.473.333;7.591.667;6.963.852;36047400
24/07/2007;7.561.667;7.625.000;7.345.000;7.391.667;6.780.392;45756000
25/07/2007;7.393.333;7.498.333;7.186.667;7.356.667;6.748.286;43719600
26/07/2007;7.278.333;7.496.667;7.180.000;7.393.333;6.781.919;71026800
27/07/2007;7.375.000;7.715.000;7.371.667;7.375.000;6.765.103;61548000
30/07/2007;7.401.667;7.593.333;7.400.000;7.581.667;6.954.680;53815800
31/07/2007;7.881.667;7.988.333;7.616.667;7.626.667;6.995.958;71149200
01/08/2007;7.516.667;7.701.667;7.216.667;7.570.000;6.943.978;70582800
02/08/2007;7.656.667;7.663.333;7.435.000;7.536.667;6.913.401;46860600
03/08/2007;7.511.667;7.566.667;7.086.667;7.090.000;6.503.674;62341200
06/08/2007;7.150.000;7.203.333;6.950.000;7.150.000;6.558.710;52472400
07/08/2007;7.150.000;7.381.667;7.055.000;7.263.333;6.662.671;56576400
08/08/2007;7.395.000;7.825.000;7.338.333;7.598.333;6.969.966;66074400
09/08/2007;7.650.000;7.900.000;7.475.000;7.688.333;7.052.525;125183400
10/08/2007;7.058.333;7.381.667;6.898.333;7.331.667;6.725.354;114101400
13/08/2007;7.390.000;7.440.000;7.100.000;7.251.667;6.651.969;70041000
14/08/2007;7.301.667;7.650.000;7.280.000;7.533.333;6.910.343;109217400
15/08/2007;7.493.333;7.600.000;7.205.000;7.215.000;6.618.335;69514200
16/08/2007;7.143.333;7.195.000;6.750.000;7.095.000;6.508.259;78003000
17/08/2007;7.291.667;7.520.000;7.065.000;7.513.333;6.891.997;72871200
20/08/2007;7.518.333;7.600.000;7.391.667;7.483.333;6.864.479;51968400
21/08/2007;7.528.333;7.948.333;7.416.667;7.888.333;7.235.985;71533800
22/08/2007;8.088.333;8.115.000;7.925.000;8.068.333;7.401.099;56615400
23/08/2007;8.106.667;8.201.667;7.965.000;8.000.000;7.338.418;66798600
24/08/2007;7.976.667;8.056.667;7.918.333;8.041.667;7.376.637;36164400
27/08/2007;8.041.667;8.308.333;8.005.000;8.223.333;7.543.283;63594600
28/08/2007;8.250.000;8.283.333;7.703.333;7.721.667;7.083.102;56002200
29/08/2007;7.883.333;8.170.000;7.866.667;8.160.000;7.485.188;53856000
30/08/2007;8.081.667;8.315.000;8.078.333;8.113.333;7.442.379;46566000
31/08/2007;8.283.333;8.558.333;8.238.333;8.526.667;7.821.530;72083400
04/09/2007;8.565.000;8.826.667;8.431.667;8.790.000;8.063.087;68326800
05/09/2007;8.751.667;9.000.000;8.716.667;8.723.333;8.001.931;65627400
06/09/2007;8.831.667;8.911.667;8.725.000;8.761.667;8.037.096;42549600
07/09/2007;8.518.333;8.606.667;8.278.333;8.441.667;7.743.557;60230400
10/09/2007;8.625.000;8.775.000;8.395.000;8.465.000;7.764.961;87211200
11/09/2007;8.567.500;8.710.000;8.477.500;8.645.000;7.930.077;40542400
12/09/2007;8.737.500;8.780.000;8.220.000;8.305.000;7.618.194;55445200
13/09/2007;8.462.500;8.472.500;8.247.500;8.307.500;7.620.486;45286400
14/09/2007;8.225.000;8.235.000;8.037.500;8.062.500;7.395.750;48730800
17/09/2007;8.075.000;8.160.000;7.957.500;8.045.000;7.379.697;37482800
18/09/2007;8.130.000;8.875.000;8.117.500;8.750.000;8.026.392;84474000
19/09/2007;8.830.000;9.000.000;8.505.000;8.590.000;7.879.627;52136000
20/09/2007;8.595.000;8.687.500;8.445.000;8.540.000;7.833.762;32417200
21/09/2007;8.625.000;8.750.000;8.540.000;8.622.500;7.909.439;45753200
24/09/2007;8.675.000;8.975.000;8.612.500;8.842.500;8.111.245;45636000
25/09/2007;8.790.000;8.992.500;8.765.000;8.955.000;8.214.440;36074800
26/09/2007;9.000.000;9.187.500;8.977.500;9.167.500;8.409.367;51803200
27/09/2007;9.255.000;9.300.000;9.097.500;9.195.000;8.434.594;37828000
28/09/2007;9.250.000;9.282.500;9.040.000;9.060.000;8.310.760;40429200
01/10/2007;9.137.500;9.487.500;9.127.500;9.442.500;8.661.626;39820000
02/10/2007;9.420.000;9.437.500;9.215.000;9.352.500;8.579.070;28496000
03/10/2007;9.187.500;9.187.500;8.807.500;8.955.000;8.214.440;46719600
04/10/2007;8.945.000;9.047.500;8.687.500;8.995.000;8.251.134;37897600
05/10/2007;9.137.500;9.282.500;9.040.000;9.232.500;8.468.989;34484000
08/10/2007;9.297.500;9.397.500;9.187.500;9.382.500;8.606.588;25248400
09/10/2007;9.382.500;9.425.000;9.080.000;9.217.500;8.455.231;40300800
10/10/2007;9.280.000;9.280.000;9.005.000;9.227.500;8.464.403;38913600
11/10/2007;9.142.500;9.257.500;8.717.500;8.817.500;8.088.314;52910400
12/10/2007;8.915.000;9.032.500;8.777.500;9.032.500;8.285.532;40995200
15/10/2007;9.062.500;9.215.000;9.020.000;9.097.500;8.345.156;35590000
16/10/2007;9.087.500;9.342.500;9.055.000;9.180.000;8.420.833;27636000
17/10/2007;9.537.500;9.912.500;9.527.500;9.885.000;9.067.534;71794400
18/10/2007;9.852.500;9.917.500;9.605.000;9.877.500;9.060.648;34062000
19/10/2007;9.855.000;9.860.000;9.345.000;9.347.500;8.574.481;50576800
22/10/2007;9.287.500;9.810.000;9.212.500;9.790.000;8.980.388;53765600
23/10/2007;9.917.500;9.917.500;9.570.000;9.837.500;9.023.962;29429200
24/10/2007;9.625.000;9.625.000;9.037.500;9.505.000;8.718.957;56550000
25/10/2007;9.212.500;9.300.000;8.397.500;8.675.000;7.957.595;80619200
26/10/2007;8.950.000;9.010.000;8.475.000;8.600.000;7.888.798;61658000
29/10/2007;8.305.000;8.437.500;8.140.000;8.397.500;7.703.046;81389600
30/10/2007;8.465.000;8.882.500;8.325.000;8.705.000;7.985.112;52521200
31/10/2007;8.757.500;8.850.000;8.485.000;8.845.000;8.113.537;45518800
01/11/2007;8.707.500;9.022.500;8.587.500;8.845.000;8.113.537;58723600
02/11/2007;8.967.500;9.250.000;8.842.500;9.185.000;8.425.422;49184400
05/11/2007;9.107.500;9.405.000;9.050.000;9.185.000;8.425.422;43663600
06/11/2007;9.272.500;9.550.000;9.230.000;9.475.000;8.691.442;55462000
07/11/2007;9.470.000;9.507.500;8.950.000;9.025.000;8.278.652;54676800
08/11/2007;8.937.500;9.100.000;8.202.500;8.460.000;7.760.375;99682400
09/11/2007;8.637.500;8.700.000;8.162.500;8.340.000;7.650.301;87105600
12/11/2007;8.337.500;8.397.500;7.507.500;7.507.500;6.886.647;71573200
13/11/2007;7.630.000;8.177.500;7.507.500;8.170.000;7.494.359;72669600
14/11/2007;8.377.500;8.457.500;8.000.000;8.042.500;7.377.405;66672000
15/11/2007;7.990.000;8.065.000;7.750.000;7.935.000;7.278.792;49643600
16/11/2007;8.000.000;8.135.000;7.935.000;8.112.500;7.441.616;42359200
19/11/2007;7.997.500;8.037.500;7.522.500;7.565.000;6.939.390;56841200
20/11/2007;7.707.500;7.720.000;7.277.500;7.507.500;6.886.647;62262800
21/11/2007;7.350.000;7.605.000;7.327.500;7.427.500;6.813.262;64845200
23/11/2007;7.480.000;7.587.500;7.385.000;7.555.000;6.930.218;14197600
26/11/2007;7.550.000;7.705.000;7.365.000;7.380.000;6.769.691;38589600
27/11/2007;7.485.000;7.720.000;7.427.500;7.697.500;7.060.933;45885600
28/11/2007;7.940.000;8.322.500;7.902.500;8.212.500;7.533.344;57454800
29/11/2007;8.200.000;8.525.000;8.165.000;8.280.000;7.595.263;48908400
30/11/2007;8.550.000;8.550.000;7.860.000;7.885.000;7.232.927;65265600
03/12/2007;8.000.000;8.147.500;7.877.500;8.000.000;7.338.418;49068800
04/12/2007;8.035.000;8.062.500;7.837.500;7.992.500;7.331.537;37171200
05/12/2007;8.297.500;8.562.500;8.195.000;8.407.500;7.712.218;66670400
06/12/2007;8.387.500;8.605.000;8.312.500;8.577.500;7.868.162;37115200
07/12/2007;8.612.500;8.622.500;8.382.500;8.470.000;7.769.552;32029200
10/12/2007;8.497.500;8.662.500;8.472.500;8.562.500;7.854.401;33636000
11/12/2007;8.745.000;8.905.000;8.552.500;8.572.500;7.863.575;58243600
12/12/2007;8.935.000;9.022.500;8.695.000;8.867.500;8.134.177;61750400
13/12/2007;8.760.000;8.817.500;8.370.000;8.625.000;7.911.734;50036400
14/12/2007;8.585.000;8.862.500;8.527.500;8.767.500;8.042.445;35401600
17/12/2007;8.675.000;8.757.500;8.300.000;8.320.000;7.631.954;50740800
18/12/2007;8.447.500;8.625.000;8.362.500;8.532.500;7.826.880;39689600
19/12/2007;8.502.500;8.692.500;8.467.500;8.612.500;7.900.267;25353600
20/12/2007;8.750.000;8.812.500;8.567.500;8.792.500;8.065.378;27994000
21/12/2007;8.897.500;8.975.000;8.710.000;8.790.000;8.063.087;43340800
24/12/2007;8.855.000;8.987.500;8.790.000;8.945.000;8.205.264;10400800
26/12/2007;8.962.500;9.065.000;8.875.000;9.065.000;8.315.343;21534000
27/12/2007;9.050.000;9.100.000;8.762.500;8.785.000;8.058.501;24136800
28/12/2007;8.770.000;8.875.000;8.622.500;8.697.500;7.978.239;26206400
31/12/2007;8.627.500;8.785.000;8.502.500;8.505.000;7.801.654;27623600
02/01/2008;8.530.000;8.562.500;8.140.000;8.252.500;7.570.036;48396400
03/01/2008;8.300.000;8.465.000;8.157.500;8.187.500;7.510.413;47530800
04/01/2008;7.942.500;7.982.500;7.450.000;7.500.000;6.879.766;73609200
07/01/2008;7.550.000;7.612.500;6.587.500;6.725.000;6.168.859;100680000
08/01/2008;6.762.500;7.322.500;6.605.000;6.867.500;6.299.573;110695600
09/01/2008;6.960.000;7.225.000;6.857.500;7.222.500;6.625.215;74103600
10/01/2008;7.025.000;7.185.000;6.932.500;7.072.500;6.487.621;55443200
11/01/2008;6.905.000;7.050.000;6.712.500;6.762.500;6.203.257;57261200
14/01/2008;6.862.500;7.222.500;6.752.500;7.212.500;6.616.042;53918800
15/01/2008;6.937.500;7.020.000;6.565.000;6.682.500;6.129.872;72569200
16/01/2008;6.262.500;6.340.000;5.790.000;5.927.500;5.437.309;146447200
17/01/2008;6.020.000;6.180.000;5.810.000;5.825.000;5.343.284;113390000
18/01/2008;5.842.500;6.242.500;5.630.000;6.210.000;5.696.447;92042800
22/01/2008;5.617.500;6.045.000;5.582.500;5.900.000;5.412.084;70909200
23/01/2008;5.660.000;6.185.000;5.605.000;6.007.500;5.510.692;92988000
24/01/2008;6.125.000;6.470.000;6.067.500;6.467.500;5.932.652;59709200
25/01/2008;6.715.000;6.865.000;6.207.500;6.237.500;5.721.672;68801200
28/01/2008;6.215.000;6.277.500;6.030.000;6.162.500;5.652.875;57760800
29/01/2008;6.272.500;6.377.500;6.110.000;6.352.500;5.827.161;41448400
30/01/2008;6.250.000;6.392.500;6.117.500;6.297.500;5.776.711;53047600
31/01/2008;6.160.000;6.262.500;5.957.500;6.147.500;5.639.116;58870800
01/02/2008;6.135.000;6.750.000;6.082.500;6.715.000;6.159.685;59310400
04/02/2008;6.860.000;6.897.500;6.470.000;6.505.000;5.967.051;56512800
05/02/2008;6.375.000;6.377.500;6.095.000;6.097.500;5.593.251;49492800
06/02/2008;6.162.500;6.332.500;5.965.000;6.077.500;5.574.904;55738000
07/02/2008;5.902.500;6.310.000;5.775.000;6.137.500;5.629.942;66412800
08/02/2008;6.080.000;6.295.000;6.000.000;6.247.500;5.730.845;39393200
11/02/2008;6.300.000;6.402.500;6.225.000;6.267.500;5.749.192;50373200
12/02/2008;6.362.500;6.590.000;6.327.500;6.500.000;5.962.462;60968800
13/02/2008;6.550.000;6.775.000;6.480.000;6.755.000;6.196.375;74231200
14/02/2008;6.557.500;6.562.500;5.637.500;5.652.500;5.185.050;218429600
