Date;Open;High;Low;Close;Adj Close;Volume
03/10/2011;3.087.500;3.185.000;2.952.500;2.952.500;2.708.334;94989600
04/10/2011;2.880.000;3.225.000;2.867.500;3.225.000;2.958.299;136154800
05/10/2011;3.217.500;3.370.000;3.152.500;3.340.000;3.063.789;85670800
06/10/2011;3.357.500;3.482.500;3.352.500;3.472.500;3.185.332;77319200
07/10/2011;3.487.500;3.590.000;3.415.000;3.537.500;3.244.956;80697600
10/10/2011;3.597.500;3.695.000;3.590.000;3.695.000;3.389.432;53437600
11/10/2011;3.665.000;3.725.000;3.642.500;3.655.000;3.352.739;81608000
12/10/2011;3.725.000;3.727.500;3.650.000;3.652.500;3.350.446;61206400
13/10/2011;3.635.000;3.872.500;3.625.000;3.865.000;3.545.373;85483200
14/10/2011;3.932.500;3.972.500;3.835.000;3.930.000;3.604.998;70245200
17/10/2011;3.885.000;3.885.000;3.715.000;3.735.000;3.426.123;61178000
18/10/2011;3.715.000;3.880.000;3.692.500;3.870.000;3.549.959;59091600
19/10/2011;3.875.000;3.942.500;3.782.500;3.792.500;3.478.869;55756800
20/10/2011;3.690.000;3.705.000;3.460.000;3.602.500;3.304.580;99030800
21/10/2011;3.647.500;3.707.500;3.560.000;3.620.000;3.320.634;62842800
24/10/2011;3.635.000;3.812.500;3.627.500;3.755.000;3.444.470;53525600
25/10/2011;3.702.500;3.732.500;3.605.000;3.612.500;3.313.755;57799600
26/10/2011;3.682.500;3.702.500;3.550.000;3.655.000;3.352.739;50311600
27/10/2011;3.790.000;3.850.000;3.705.000;3.812.500;3.497.215;57773200
28/10/2011;3.780.000;3.935.000;3.770.000;3.900.000;3.577.479;49015600
31/10/2011;3.775.000;3.797.500;3.700.000;3.700.000;3.394.018;51998400
01/11/2011;3.565.000;3.575.000;3.480.000;3.515.000;3.224.317;79082400
02/11/2011;3.550.000;3.567.500;3.382.500;3.455.000;3.169.279;96160800
03/11/2011;3.492.500;3.670.000;3.400.000;3.662.500;3.359.619;74937200
04/11/2011;3.630.000;3.717.500;3.572.500;3.705.000;3.398.604;65484000
07/11/2011;3.677.500;3.740.000;3.600.000;3.685.000;3.380.259;61353600
08/11/2011;3.732.500;3.792.500;3.672.500;3.770.000;3.458.229;54972800
09/11/2011;3.682.500;3.730.000;3.565.000;3.580.000;3.283.942;53224400
10/11/2011;3.667.500;3.705.000;3.527.500;3.617.500;3.318.341;99048400
11/11/2011;3.720.000;3.775.000;3.517.500;3.745.000;3.435.297;175156000
14/11/2011;3.745.000;3.782.500;3.662.500;3.672.500;3.368.792;50029200
15/11/2011;3.637.500;3.747.500;3.627.500;3.720.000;3.412.364;50566000
16/11/2011;3.650.000;3.747.500;3.632.500;3.645.000;3.343.567;51242000
17/11/2011;3.637.500;3.647.500;3.450.000;3.515.000;3.224.317;65750400
18/11/2011;3.535.000;3.535.000;3.445.000;3.482.500;3.194.505;50135200
21/11/2011;3.427.500;3.692.500;3.375.000;3.657.500;3.355.032;133078800
22/11/2011;3.697.500;3.790.000;3.677.500;3.770.000;3.458.229;128748000
23/11/2011;3.730.000;3.757.500;3.607.500;3.610.000;3.311.461;82534000
25/11/2011;3.562.500;3.645.000;3.500.000;3.510.000;3.219.731;40662000
28/11/2011;3.625.000;3.762.500;3.625.000;3.707.500;3.400.898;69061600
29/11/2011;3.702.500;3.775.000;3.667.500;3.727.500;3.419.244;62344000
30/11/2011;3.840.000;3.917.500;3.807.500;3.907.500;3.584.358;73032400
01/12/2011;3.875.000;3.965.000;3.857.500;3.955.000;3.627.930;52976000
02/12/2011;3.997.500;4.012.500;3.892.500;3.930.000;3.604.998;54646400
05/12/2011;3.995.000;4.000.000;3.837.500;3.870.000;3.549.959;64469600
06/12/2011;3.892.500;3.900.000;3.775.000;3.815.000;3.499.508;57383200
07/12/2011;3.790.000;3.820.000;3.712.500;3.792.500;3.478.869;51001600
08/12/2011;3.755.000;3.817.500;3.660.000;3.672.500;3.368.792;49148800
09/12/2011;3.645.000;3.755.000;3.595.000;3.725.000;3.416.951;55584000
12/12/2011;3.645.000;3.660.000;3.565.000;3.632.500;3.332.100;57320800
13/12/2011;3.680.000;3.725.000;3.510.000;3.532.500;3.240.370;51659600
14/12/2011;3.502.500;3.522.500;3.357.500;3.395.000;3.114.240;63602000
15/12/2011;3.452.500;3.475.000;3.357.500;3.365.000;3.086.723;43514800
16/12/2011;3.392.500;3.457.500;3.362.500;3.377.500;3.098.188;61911600
19/12/2011;3.392.500;3.432.500;3.277.500;3.290.000;3.017.924;46327600
20/12/2011;3.365.000;3.487.500;3.365.000;3.475.000;3.187.625;44520800
21/12/2011;3.455.000;3.492.500;3.362.500;3.430.000;3.146.346;54842400
22/12/2011;3.440.000;3.587.500;3.440.000;3.577.500;3.281.648;57656000
23/12/2011;3.595.000;3.600.000;3.512.500;3.542.500;3.249.543;24894800
27/12/2011;3.527.500;3.570.000;3.505.000;3.515.000;3.224.317;19571200
28/12/2011;3.515.000;3.522.500;3.425.000;3.427.500;3.144.053;23396000
29/12/2011;3.462.500;3.500.000;3.412.500;3.492.500;3.203.679;21111200
30/12/2011;3.480.000;3.517.500;3.460.000;3.465.000;3.178.452;18695600
03/01/2012;3.575.000;3.600.000;3.502.500;3.510.000;3.219.731;46804400
04/01/2012;3.512.500;3.565.000;3.480.000;3.550.000;3.256.423;34737200
05/01/2012;3.532.500;3.695.000;3.517.500;3.677.500;3.373.378;56354800
06/01/2012;3.675.000;3.677.500;3.592.500;3.635.000;3.334.393;53325200
09/01/2012;3.637.500;3.705.000;3.610.000;3.635.000;3.334.393;50824400
10/01/2012;3.690.000;3.692.500;3.595.000;3.620.000;3.320.634;54632800
11/01/2012;3.587.500;3.620.000;3.532.500;3.547.500;3.254.130;48427200
12/01/2012;3.555.000;3.557.500;3.447.500;3.525.000;3.233.490;65236400
13/01/2012;3.500.000;3.507.500;3.415.000;3.432.500;3.148.639;50430000
17/01/2012;3.485.000;3.485.000;3.375.000;3.380.000;3.100.482;62717600
18/01/2012;3.445.000;3.522.500;3.427.500;3.495.000;3.205.971;63267600
19/01/2012;3.525.000;3.592.500;3.487.500;3.587.500;3.290.821;60831200
20/01/2012;3.582.500;3.625.000;3.542.500;3.555.000;3.261.010;54627200
23/01/2012;3.557.500;3.655.000;3.512.500;3.652.500;3.350.446;56279200
24/01/2012;3.627.500;3.750.000;3.625.000;3.735.000;3.426.123;73092000
25/01/2012;3.635.000;3.722.500;3.530.000;3.712.500;3.405.484;127415200
26/01/2012;3.767.500;3.810.000;3.657.500;3.677.500;3.373.378;79967200
27/01/2012;3.655.000;3.747.500;3.625.000;3.727.500;3.419.244;44999600
30/01/2012;3.662.500;3.717.500;3.607.500;3.700.000;3.394.018;39907600
31/01/2012;3.710.000;3.712.500;3.627.500;3.692.500;3.387.139;35790000
01/02/2012;3.735.000;3.775.000;3.682.500;3.732.500;3.423.830;42802000
02/02/2012;3.752.500;3.887.500;3.715.000;3.872.500;3.552.253;69623600
03/02/2012;3.930.000;3.987.500;3.922.500;3.955.000;3.627.930;49523200
06/02/2012;3.935.000;3.940.000;3.890.000;3.925.000;3.600.411;27886800
07/02/2012;3.930.000;3.957.500;3.865.000;3.935.000;3.609.583;41029600
08/02/2012;3.935.000;4.155.000;3.915.000;4.077.500;3.740.300;84761200
09/02/2012;4.127.500;4.150.000;4.067.500;4.075.000;3.738.007;56194400
10/02/2012;4.035.000;4.050.000;3.952.500;3.975.000;3.646.276;44026800
13/02/2012;4.075.000;4.090.000;3.955.000;4.037.500;3.703.607;61066800
14/02/2012;4.037.500;4.095.000;4.002.500;4.060.000;3.724.248;45375600
15/02/2012;4.097.500;4.225.000;4.032.500;4.042.500;3.708.194;111085600
16/02/2012;3.765.000;4.145.000;3.750.000;4.112.500;3.772.406;188858800
17/02/2012;4.115.000;4.142.500;3.925.000;3.962.500;3.634.809;102036000
21/02/2012;3.960.000;4.080.000;3.952.500;3.982.500;3.653.155;51817600
22/02/2012;3.962.500;4.060.000;3.950.000;3.955.000;3.627.930;49243200
23/02/2012;3.962.500;4.000.000;3.900.000;3.977.500;3.648.569;32396800
24/02/2012;3.990.000;3.995.000;3.930.000;3.947.500;3.621.050;36666800
27/02/2012;3.897.500;3.915.000;3.812.500;3.867.500;3.547.667;74526800
28/02/2012;3.867.500;3.912.500;3.792.500;3.832.500;3.515.560;69988400
29/02/2012;3.845.000;3.910.000;3.785.000;3.787.500;3.474.282;68919600
01/03/2012;3.802.500;3.857.500;3.787.500;3.812.500;3.497.215;44994400
02/03/2012;3.800.000;3.900.000;3.800.000;3.845.000;3.527.027;68407600
05/03/2012;3.817.500;3.825.000;3.687.500;3.715.000;3.407.777;51484800
06/03/2012;3.672.500;3.702.500;3.615.000;3.680.000;3.375.672;47140000
07/03/2012;3.700.000;3.717.500;3.650.000;3.702.500;3.396.312;44198400
08/03/2012;3.712.500;3.752.500;3.692.500;3.715.000;3.407.777;43085200
09/03/2012;3.725.000;3.752.500;3.685.000;3.705.000;3.398.604;36783600
12/03/2012;3.720.000;3.745.000;3.637.500;3.647.500;3.345.859;29994800
13/03/2012;3.662.500;3.717.500;3.645.000;3.697.500;3.391.725;55328800
14/03/2012;3.697.500;3.705.000;3.580.000;3.592.500;3.295.408;73570800
15/03/2012;3.602.500;3.665.000;3.590.000;3.645.000;3.343.567;38238000
16/03/2012;3.647.500;3.665.000;3.627.500;3.650.000;3.348.154;42834000
19/03/2012;3.670.000;3.687.500;3.642.500;3.660.000;3.357.326;40540000
20/03/2012;3.640.000;3.640.000;3.567.500;3.600.000;3.302.287;44961600
21/03/2012;3.600.000;3.647.500;3.560.000;3.615.000;3.316.047;46784000
22/03/2012;3.587.500;3.640.000;3.577.500;3.610.000;3.311.461;42537200
23/03/2012;3.600.000;3.647.500;3.575.000;3.637.500;3.336.686;31545600
26/03/2012;3.672.500;3.697.500;3.637.500;3.680.000;3.375.672;28860000
27/03/2012;3.695.000;3.750.000;3.687.500;3.705.000;3.398.604;41996800
28/03/2012;3.752.500;3.840.000;3.725.000;3.790.000;3.476.575;89244800
29/03/2012;3.785.000;3.837.500;3.737.500;3.807.500;3.492.628;37270000
30/03/2012;3.840.000;3.872.500;3.785.000;3.850.000;3.531.614;52724000
02/04/2012;3.840.000;3.872.500;3.777.500;3.832.500;3.515.560;40777600
03/04/2012;3.860.000;3.865.000;3.750.000;3.770.000;3.458.229;43047600
04/04/2012;3.712.500;3.760.000;3.640.000;3.662.500;3.359.619;49589600
05/04/2012;3.667.500;3.712.500;3.645.000;3.657.500;3.355.032;36942400
09/04/2012;3.600.000;3.622.500;3.540.000;3.610.000;3.311.461;36550400
10/04/2012;3.595.000;3.645.000;3.522.500;3.540.000;3.247.250;47036000
11/04/2012;3.587.500;3.662.500;3.575.000;3.585.000;3.288.529;37296000
12/04/2012;3.590.000;3.690.000;3.575.000;3.670.000;3.366.499;38486800
13/04/2012;3.637.500;3.657.500;3.537.500;3.540.000;3.247.250;31132400
16/04/2012;3.565.000;3.575.000;3.440.000;3.497.500;3.208.264;46346800
17/04/2012;3.507.500;3.550.000;3.492.500;3.505.000;3.215.145;46069600
18/04/2012;3.482.500;3.500.000;3.425.000;3.467.500;3.180.746;40076400
19/04/2012;3.422.500;3.552.500;3.397.500;3.415.000;3.132.586;66718800
20/04/2012;3.435.000;3.445.000;3.340.000;3.347.500;3.070.668;50959200
23/04/2012;3.290.000;3.322.500;3.227.500;3.307.500;3.033.977;70624400
24/04/2012;3.317.500;3.345.000;3.187.500;3.205.000;2.939.953;73044000
25/04/2012;3.252.500;3.295.000;3.192.500;3.270.000;2.999.579;72711200
26/04/2012;3.267.500;3.300.000;3.245.000;3.272.500;3.001.871;53920800
27/04/2012;3.267.500;3.287.500;3.210.000;3.245.000;2.976.646;47535600
30/04/2012;3.227.500;3.267.500;3.205.000;3.250.000;2.981.231;26226800
01/05/2012;3.232.500;3.342.500;3.232.500;3.307.500;3.033.977;40868000
02/05/2012;3.295.000;3.307.500;3.195.000;3.212.500;2.946.832;68400800
03/05/2012;3.220.000;3.240.000;3.137.500;3.157.500;2.896.382;41953600
04/05/2012;3.137.500;3.155.000;3.065.000;3.065.000;2.811.532;54509200
07/05/2012;3.120.000;3.172.500;3.092.500;3.117.500;2.859.689;60444000
08/05/2012;3.090.000;3.135.000;3.035.000;3.115.000;2.857.396;46231200
09/05/2012;3.060.000;3.152.500;3.030.000;3.127.500;2.868.862;52060800
10/05/2012;3.157.500;3.162.500;3.055.000;3.105.000;2.848.223;59709200
11/05/2012;3.362.500;3.420.000;3.290.000;3.302.500;3.029.391;143514000
14/05/2012;3.275.000;3.332.500;3.207.500;3.282.500;3.011.045;43747200
15/05/2012;3.282.500;3.355.000;3.235.000;3.250.000;2.981.231;59994000
16/05/2012;3.255.000;3.292.500;3.175.000;3.185.000;2.921.607;47048400
17/05/2012;3.197.500;3.227.500;3.162.500;3.162.500;2.900.968;33536400
18/05/2012;3.170.000;3.185.000;3.005.000;3.020.000;2.770.252;56728800
21/05/2012;3.025.000;3.087.500;3.005.000;3.072.500;2.818.411;41626000
22/05/2012;3.070.000;3.075.000;2.990.000;3.035.000;2.784.012;41014000
23/05/2012;3.002.500;3.115.000;2.957.500;3.110.000;2.852.809;49600000
24/05/2012;3.127.500;3.132.500;3.005.000;3.027.500;2.777.132;52042000
25/05/2012;3.025.000;3.125.000;3.025.000;3.100.000;2.843.637;39175200
29/05/2012;3.150.000;3.200.000;3.137.500;3.180.000;2.917.022;31000000
30/05/2012;3.145.000;3.167.500;3.087.500;3.142.500;2.882.621;37979200
31/05/2012;3.142.500;3.155.000;3.067.500;3.107.500;2.850.517;35819200
01/06/2012;3.042.500;3.072.500;2.990.000;2.995.000;2.747.321;44098400
04/06/2012;3.010.000;3.027.500;2.907.500;2.932.500;2.689.989;43285600
05/06/2012;2.917.500;3.025.000;2.917.500;3.017.500;2.767.960;36522400
06/06/2012;3.040.000;3.105.000;3.017.500;3.097.500;2.841.344;36896800
07/06/2012;3.142.500;3.160.000;2.970.000;2.972.500;2.726.680;52678000
08/06/2012;2.982.500;3.040.000;2.977.500;3.030.000;2.779.425;37030800
11/06/2012;3.127.500;3.182.500;3.057.500;3.065.000;2.811.532;83908000
12/06/2012;3.100.000;3.157.500;3.095.000;3.127.500;2.868.862;49612800
13/06/2012;3.125.000;3.132.500;3.030.000;3.045.000;2.793.185;49427600
14/06/2012;3.040.000;3.065.000;2.977.500;3.007.500;2.758.787;58988400
15/06/2012;3.030.000;3.075.000;3.002.500;3.072.500;2.818.411;38528800
18/06/2012;3.050.000;3.125.000;3.025.000;3.100.000;2.843.637;30442400
19/06/2012;3.227.500;3.357.500;3.212.500;3.310.000;3.036.271;96047600
20/06/2012;3.342.500;3.425.000;3.322.500;3.362.500;3.084.429;97272000
21/06/2012;3.360.000;3.360.000;3.202.500;3.210.000;2.944.541;51637600
22/06/2012;3.250.000;3.287.500;3.205.000;3.250.000;2.981.231;86536000
25/06/2012;3.252.500;3.262.500;3.135.000;3.147.500;2.887.208;49461600
26/06/2012;3.165.000;3.205.000;3.120.000;3.182.500;2.919.314;43715200
27/06/2012;3.185.000;3.307.500;3.185.000;3.285.000;3.013.338;50606400
28/06/2012;3.255.000;3.330.000;3.227.500;3.310.000;3.036.271;54589600
29/06/2012;3.387.500;3.462.500;3.385.000;3.455.000;3.169.279;61650800
02/07/2012;3.472.500;3.475.000;3.335.000;3.362.500;3.084.429;58168400
03/07/2012;3.362.500;3.457.500;3.360.000;3.450.000;3.164.692;21928400
05/07/2012;3.427.500;3.442.500;3.362.500;3.415.000;3.132.586;28007600
06/07/2012;3.390.000;3.400.000;3.312.500;3.350.000;3.072.963;38276000
09/07/2012;3.330.000;3.345.000;3.277.500;3.305.000;3.031.684;30633600
10/07/2012;3.270.000;3.367.500;3.180.000;3.205.000;2.939.953;51202800
11/07/2012;3.215.000;3.255.000;3.137.500;3.152.500;2.891.796;48521600
12/07/2012;3.117.500;3.122.500;3.072.500;3.100.000;2.843.637;47216000
13/07/2012;3.102.500;3.155.000;3.082.500;3.140.000;2.880.329;32426000
16/07/2012;3.120.000;3.175.000;3.090.000;3.150.000;2.889.502;33446000
17/07/2012;3.160.000;3.177.500;3.040.000;3.092.500;2.836.756;44747600
18/07/2012;3.085.000;3.310.000;3.070.000;3.265.000;2.994.991;61600800
19/07/2012;3.287.500;3.340.000;3.265.000;3.297.500;3.024.803;40303600
20/07/2012;3.277.500;3.300.000;3.167.500;3.202.500;2.937.660;45100000
23/07/2012;3.117.500;3.267.500;3.082.500;3.245.000;2.976.646;45158400
24/07/2012;3.250.000;3.270.000;3.172.500;3.210.000;2.944.541;35116400
25/07/2012;3.200.000;3.305.000;3.185.000;3.272.500;3.001.871;41504400
26/07/2012;3.332.500;3.370.000;3.262.500;3.287.500;3.015.630;33844000
27/07/2012;3.300.000;3.380.000;3.275.000;3.370.000;3.091.309;37651600
30/07/2012;3.370.000;3.412.500;3.305.000;3.332.500;3.056.910;36355200
31/07/2012;3.332.500;3.432.500;3.327.500;3.385.000;3.105.068;38778800
01/08/2012;3.405.000;3.437.500;3.332.500;3.347.500;3.070.668;33591200
02/08/2012;3.330.000;3.410.000;3.275.000;3.360.000;3.082.136;36791200
03/08/2012;3.412.500;3.465.000;3.332.500;3.430.000;3.146.346;32654800
06/08/2012;3.462.500;3.520.000;3.457.500;3.502.500;3.212.852;36032400
07/08/2012;3.545.000;3.575.000;3.517.500;3.537.500;3.244.956;40734000
08/08/2012;3.535.000;3.595.000;3.525.000;3.557.500;3.263.302;51706400
09/08/2012;3.562.500;3.685.000;3.557.500;3.677.500;3.373.378;82230000
10/08/2012;3.775.000;3.805.000;3.607.500;3.655.000;3.352.739;127874400
13/08/2012;3.660.000;3.705.000;3.645.000;3.702.500;3.396.312;44724400
14/08/2012;3.715.000;3.720.000;3.632.500;3.647.500;3.345.859;38882800
15/08/2012;3.660.000;3.690.000;3.602.500;3.620.000;3.320.634;59440400
16/08/2012;3.652.500;3.707.500;3.640.000;3.695.000;3.389.432;37100800
17/08/2012;3.695.000;3.695.000;3.630.000;3.662.500;3.359.619;30986400
20/08/2012;3.650.000;3.667.500;3.607.500;3.662.500;3.359.619;31439200
21/08/2012;3.675.000;3.697.500;3.615.000;3.652.500;3.350.446;34024800
22/08/2012;3.630.000;3.675.000;3.617.500;3.660.000;3.357.326;31355600
23/08/2012;3.652.500;3.655.000;3.562.500;3.577.500;3.281.648;37904000
24/08/2012;3.577.500;3.667.500;3.570.000;3.650.000;3.348.154;34772400
27/08/2012;3.647.500;3.657.500;3.585.000;3.587.500;3.290.821;34094400
28/08/2012;3.560.000;3.607.500;3.552.500;3.572.500;3.277.062;31076400
29/08/2012;3.570.000;3.602.500;3.562.500;3.580.000;3.283.942;25041200
30/08/2012;3.572.500;3.585.000;3.495.000;3.512.500;3.222.023;30748800
31/08/2012;3.537.500;3.562.500;3.472.500;3.507.500;3.217.438;48506400
04/09/2012;3.450.000;3.462.500;3.287.500;3.320.000;3.045.444;69445200
05/09/2012;3.332.500;3.380.000;3.295.000;3.330.000;3.054.616;48025600
06/09/2012;3.355.000;3.522.500;3.352.500;3.432.500;3.148.639;65729600
07/09/2012;3.345.000;3.372.500;3.237.500;3.350.000;3.072.963;78106400
10/09/2012;3.342.500;3.390.000;3.312.500;3.320.000;3.045.444;37110800
11/09/2012;3.317.500;3.412.500;3.305.000;3.360.000;3.082.136;38280800
12/09/2012;3.387.500;3.415.000;3.355.000;3.397.500;3.116.534;32260800
13/09/2012;3.427.500;3.440.000;3.355.000;3.420.000;3.137.174;43383600
14/09/2012;3.417.500;3.520.000;3.417.500;3.460.000;3.173.865;33946800
17/09/2012;3.467.500;3.467.500;3.327.500;3.365.000;3.086.723;49334800
18/09/2012;3.327.500;3.427.500;3.325.000;3.387.500;3.107.361;35995200
19/09/2012;3.395.000;3.475.000;3.355.000;3.427.500;3.144.053;45193600
20/09/2012;3.420.000;3.437.500;3.375.000;3.402.500;3.121.120;32059600
21/09/2012;3.407.500;3.437.500;3.395.000;3.417.500;3.134.881;34013600
24/09/2012;3.362.500;3.420.000;3.357.500;3.415.000;3.132.586;35783200
25/09/2012;3.460.000;3.475.000;3.347.500;3.352.500;3.075.256;48154400
26/09/2012;3.340.000;3.342.500;3.255.000;3.295.000;3.022.511;43681200
27/09/2012;3.302.500;3.325.000;3.275.000;3.320.000;3.045.444;55888800
28/09/2012;3.305.000;3.382.500;3.262.500;3.335.000;3.059.202;48550800
01/10/2012;3.350.000;3.370.000;3.267.500;3.280.000;3.008.752;50423600
02/10/2012;3.302.500;3.302.500;3.255.000;3.292.500;3.020.217;29549200
03/10/2012;3.300.000;3.310.000;3.242.500;3.260.000;2.990.405;43087200
04/10/2012;3.267.500;3.425.000;3.250.000;3.405.000;3.123.414;50260800
05/10/2012;3.415.000;3.450.000;3.312.500;3.325.000;3.050.029;48306800
08/10/2012;3.312.500;3.327.500;3.267.500;3.292.500;3.020.217;24059600
09/10/2012;3.287.500;3.297.500;3.212.500;3.222.500;2.956.006;36636000
10/10/2012;3.207.500;3.222.500;3.155.000;3.167.500;2.905.555;32656800
11/10/2012;3.197.500;3.207.500;3.160.000;3.185.000;2.921.607;32051600
12/10/2012;3.162.500;3.187.500;3.137.500;3.157.500;2.896.382;26069600
15/10/2012;3.162.500;3.200.000;3.125.000;3.197.500;2.933.074;24958000
16/10/2012;3.225.000;3.300.000;3.195.000;3.290.000;3.017.924;36769600
17/10/2012;3.250.000;3.280.000;3.217.500;3.265.000;2.994.991;39175200
18/10/2012;3.257.500;3.257.500;3.202.500;3.215.000;2.949.126;25477200
19/10/2012;3.167.500;3.190.000;3.010.000;3.027.500;2.777.132;70941200
22/10/2012;3.040.000;3.057.500;2.967.500;2.992.500;2.745.027;48084000
23/10/2012;2.965.000;3.102.500;2.957.500;3.082.500;2.827.585;57394800
24/10/2012;3.102.500;3.115.000;3.012.500;3.042.500;2.790.892;33291600
25/10/2012;3.067.500;3.100.000;3.032.500;3.045.000;2.793.185;30735600
26/10/2012;3.050.000;3.067.500;3.012.500;3.012.500;2.763.372;38937600
31/10/2012;3.025.000;3.050.000;2.987.500;2.995.000;2.747.321;34711200
01/11/2012;3.010.000;3.140.000;3.007.500;3.137.500;2.878.036;47322000
02/11/2012;3.170.000;3.175.000;3.102.500;3.122.500;2.864.276;25670000
05/11/2012;3.115.000;3.267.500;3.115.000;3.255.000;2.985.819;44484000
06/11/2012;3.262.500;3.262.500;3.197.500;3.252.500;2.983.525;35080400
07/11/2012;3.227.500;3.247.500;3.137.500;3.152.500;2.891.796;32462000
08/11/2012;3.187.500;3.270.000;3.162.500;3.170.000;2.907.848;83902400
09/11/2012;3.187.500;3.225.000;3.037.500;3.047.500;2.795.479;84628000
12/11/2012;3.052.500;3.065.000;2.950.000;2.980.000;2.733.561;64362400
13/11/2012;2.965.000;3.032.500;2.955.000;2.957.500;2.712.921;49212000
14/11/2012;2.975.000;3.005.000;2.882.500;2.885.000;2.646.417;61930000
15/11/2012;2.902.500;2.977.500;2.877.500;2.897.500;2.657.883;46668800
16/11/2012;2.897.500;2.907.500;2.787.500;2.845.000;2.609.724;62455200
19/11/2012;2.897.500;2.935.000;2.862.500;2.925.000;2.683.109;40409200
20/11/2012;2.895.000;2.907.500;2.842.500;2.872.500;2.651.950;33697600
21/11/2012;2.872.500;2.962.500;2.870.000;2.955.000;2.728.117;42231200
23/11/2012;2.967.500;3.010.000;2.952.500;2.975.000;2.746.580;27693200
26/11/2012;2.980.000;3.035.000;2.975.000;3.027.500;2.795.049;36460000
27/11/2012;3.015.000;3.085.000;2.990.000;3.040.000;2.806.590;45140400
28/11/2012;3.027.500;3.080.000;2.990.000;3.065.000;2.829.670;39833200
29/11/2012;3.070.000;3.085.000;3.000.000;3.010.000;2.778.893;48868800
30/11/2012;3.007.500;3.030.000;2.975.000;2.992.500;2.762.736;46050400
03/12/2012;3.030.000;3.030.000;2.930.000;2.937.500;2.711.959;39138000
04/12/2012;2.942.500;3.030.000;2.925.000;3.025.000;2.792.741;52806800
05/12/2012;3.000.000;3.020.000;2.947.500;2.990.000;2.760.429;63302400
06/12/2012;2.982.500;3.015.000;2.972.500;2.995.000;2.765.045;41289600
07/12/2012;2.997.500;3.012.500;2.955.000;2.990.000;2.760.429;33828800
10/12/2012;2.990.000;3.112.500;2.982.500;3.090.000;2.852.750;51364400
11/12/2012;3.100.000;3.202.500;3.092.500;3.162.500;2.919.684;81672400
12/12/2012;3.172.500;3.190.000;3.117.500;3.130.000;2.889.680;39940400
13/12/2012;3.125.000;3.192.500;3.102.500;3.132.500;2.891.987;37755600
14/12/2012;3.145.000;3.180.000;3.122.500;3.147.500;2.905.836;33866000
17/12/2012;3.140.000;3.157.500;3.087.500;3.135.000;2.894.295;44523200
18/12/2012;3.135.000;3.175.000;3.125.000;3.140.000;2.898.912;41643600
19/12/2012;3.162.500;3.200.000;3.150.000;3.162.500;2.919.684;45854400
20/12/2012;3.175.000;3.177.500;3.125.000;3.160.000;2.917.376;33433200
21/12/2012;3.117.500;3.117.500;3.052.500;3.087.500;2.850.441;46217200
24/12/2012;3.085.000;3.095.000;3.052.500;3.062.500;2.827.362;12737600
26/12/2012;3.055.000;3.105.000;3.047.500;3.060.000;2.825.053;19674000
27/12/2012;3.065.000;3.070.000;3.005.000;3.040.000;2.806.590;29980400
28/12/2012;3.012.500;3.072.500;3.007.500;3.025.000;2.792.741;22060000
31/12/2012;3.015.000;3.077.500;3.007.500;3.065.000;2.829.670;32646000
02/01/2013;3.140.000;3.182.500;3.127.500;3.180.000;2.935.841;47883600
03/01/2013;3.180.000;3.217.500;3.145.000;3.182.500;2.938.149;29888800
04/01/2013;3.187.500;3.297.500;3.177.500;3.287.500;3.035.086;52496800
07/01/2013;3.285.000;3.295.000;3.170.000;3.192.500;2.947.381;61073200
08/01/2013;3.200.000;3.210.000;3.100.000;3.122.500;2.882.755;46642400
09/01/2013;3.147.500;3.162.500;3.032.500;3.052.500;2.818.130;69502000
10/01/2013;3.080.000;3.095.000;3.040.000;3.057.500;2.822.746;50636800
11/01/2013;3.070.000;3.072.500;3.022.500;3.052.500;2.818.130;51317200
14/01/2013;3.072.500;3.072.500;3.015.000;3.050.000;2.815.822;30568400
15/01/2013;3.035.000;3.035.000;2.977.500;2.995.000;2.765.045;37588800
16/01/2013;2.990.000;3.047.500;2.990.000;3.022.500;2.790.432;33737600
17/01/2013;3.032.500;3.075.000;3.025.000;3.062.500;2.827.362;58073600
18/01/2013;3.062.500;3.062.500;3.005.000;3.042.500;2.808.898;39708800
22/01/2013;3.040.000;3.067.500;3.012.500;3.027.500;2.795.049;30822400
23/01/2013;3.037.500;3.040.000;3.000.000;3.032.500;2.799.666;42180800
24/01/2013;3.022.500;3.060.000;3.007.500;3.047.500;2.813.514;39698000
25/01/2013;3.052.500;3.105.000;3.037.500;3.102.500;2.864.291;39392000
28/01/2013;3.117.500;3.172.500;3.110.000;3.152.500;2.910.452;42249200
29/01/2013;3.140.000;3.147.500;3.072.500;3.085.000;2.848.135;38887200
30/01/2013;3.087.500;3.130.000;3.070.000;3.080.000;2.843.518;28759200
31/01/2013;3.080.000;3.115.000;3.045.000;3.065.000;2.829.670;47054400
01/02/2013;3.090.000;3.102.500;3.065.000;3.092.500;2.855.059;28881600
04/02/2013;3.075.000;3.137.500;3.037.500;3.040.000;2.806.590;51174400
05/02/2013;3.055.000;3.127.500;3.045.000;3.110.000;2.871.214;36729600
06/02/2013;3.035.000;3.110.000;3.017.500;3.085.000;2.848.135;53068800
07/02/2013;3.075.000;3.100.000;3.042.500;3.072.500;2.836.594;44000000
08/02/2013;3.092.500;3.117.500;3.072.500;3.092.500;2.855.059;30723200
